,image_name,extracted_text,actual text,Label,Target
45,pinterest_156.jpg," 

 

ia mapsontheweb

The most popular language studied on
Duolingo in each country.

BF useless-swedentacts

the most popular language to study in
sweden is swedish
","mapsontheweb
The most popular language studied on Duolingo in each country.
useless-swedenfacts
The most popular language to study in Sweden is Swedish.
",Hateful,Targeted Society
46,pinterest_380.jpg,"“Don't worry
about the world
ending today..

    

its already
tomorrow in
Australia.”

- CHARLES M. SCHULZ
","""Don't worry about the world ending today... it's already tomorrow in Australia.""",Not Hateful,Targeted Society
47,pinterest_120.jpg,"LOL, THAT'S ME: POST #1159
When you’re just going about
your day and randomly
remember a joke:

   

 

lolthatsme.tumbIr.com
","LOL, THAT'S ME: POST #1159
When you're just going about your day and randomly remember a joke:",Not Hateful,Targeted Individual
48,pinterest_35.jpg,"Who remembers doing this on the
last day of school

 
","Who remembers doing this on the last day of school 😭
@relatableh
(Various names and messages written on a shirt)",Not Hateful,Targeted Community
49,pinterest_629.jpg,"When you try to kill a spider but
you miss and can't find it

 
",When you try to kill a spider but you miss and can't find it,Hateful,Targeted Individual
50,pinterest_290.jpg,"5
3

 
",,Not Hateful,Targeted Individual
51,pinterest_61.jpg,"Me
c
a]
2
+)
io)
Ss}

 
","EXIT

baddecisions

Me",Hateful,Targeted Individual
52,pinterest_124.jpg,"Australian English

arvo = afternoon
bikkie= = biscuit (UK), cookie
wsa) Veet
barbie

 

barbecue |
crook = unwell, ill 2

 

‘innie = a can of beer
tucker= food

yabber = talk fost andnot clearly
Journenigfisiwithicatie.co.sk
","arvo = afternoon
bikkie = biscuit (UK), cookie (USA)
barbie = barbecue
crook = unwell, ill
drongo = idiot
dunny = toilet
fair dinkum = true, good, genuine
G'day = Hello (Good day)
mozzie = mosquito
postie = postman
Sheila = woman
sunnies = sunglasses
thongs = flip-flops
tinnie = a can of beer
tucker = food
yabber = talk fast and not clearly",Not Hateful,Targeted Individual
53,pinterest_441.jpg,"   

not only
from curiosity
","Doctor, are the results of the
test ready?

I'm dying from curiosity",Not Hateful,Targeted Community
54,pinterest_191.jpg,"Vw @mason_douglas_
POV playing among us with the Igbt

Today 9:58 PM

(CTV oM atom at omerole(-malol—)

Oh okay

SKSJHK

omg what happened

Bitch that’s the code

Read 9:58 PN

 
","POV playing among us with the LGBT

Give me the code hoe

Oh okay

SKSJHK

omg what happened

Bitch that's the code",Hateful,Targeted Community
55,pinterest_59.jpg," 
",THIS MIGHT BE THEMOST ADDICTING CRAFTOF ALL TIME,Hateful,Targeted Society
56,pinterest_313.jpg,"on OM Cee) ana a
IT’S THE AFRICAN CAVE SPIDER.

 

Fi

PER iT
","SO I HEARD THIS SPIDER REALLY EXISTSIT'S THE AFRICAN CAVE SPIDER.

no fuck this i'm done",Not Hateful,Targeted Individual
57,pinterest_274.jpg,"eS 3

 
 

vo.
| WANT TO TOUCH IT!!
","OHH LOOK! MOM'S LAST NERVE

I WANT TO TOUCH IT!!",Not Hateful,Targeted Individual
58,pinterest_375.jpg," 

I’ve waited so long
for this moment.
",I've waited so longfor this moment.,Hateful,Targeted Individual
59,pinterest_41.jpg,"When you finish eating at an Australian
Restaurant

 
",When you finish eating at an Australian Restaurant,Not Hateful,Targeted Community
60,pinterest_620.jpg,"hellomaevesi
wrote-mi:
cellarspider
lyricalred
whiskyrunnt

Just a reminder:the natural diet of these birds is BONES.
Not just bone marrow; actual bone shards. They pick up
huge freaking bones from carcasses and drop them
onto rocks until they get spiky pieces and then they
swallow them. Their stomach acid dissolves bone

look me in the eye and tell me that's not a fucking dragon

And they aren't naturally red like that. That's self-applied
makeup. They find the reddest earth they can to work into their
feathers as a status symbol

And they don't scavenge other parts of carcases, just the bones.
85-90% of their diet is exclusively bone. Hence why it's only a
myth that these birds would just pick up whole lambs and carry
them off. It's not true, but in German they're still called
Lammergeier as a result

So metal

no that is a fucking dragon

 
","SO I HEARD THIS SPIDER REALLY EXISTSIT'S THE AFRICAN CAVE SPIDER.

no fuck this i'm done",Hateful,Targeted Individual
61,pinterest_248.jpg,"Me: *converts a word doc to pdf*

My mom:

@heckoffsupreme

 
", This is beyond science,Not Hateful,Targeted Society (TS)
62,pinterest_580.jpg,"PU CR RUT CIES
UE aut
ecm
ea Ty ck

actually follow that
(oe

DUMPADAY.COM

 

b
UN EC aes p it f3 4 Ea er] ||
Bee Bee UCT ETE Cr ee
4 ee,
","""There are 923 words that break the 'i before e' rule. Only 44 words actually follow that rule.""


""So ye see Missy, it's more what you'd call a 'guideline' than an actual rule.""",Not Hateful,Targeted Individual
63,pinterest_685.jpg,"Every mom on Christmas while you're
opening up that gift they swore they
weren't getting you

 
",Every mom on Christmas while you'reopening up that gift they swore theyweren't getting you,Not Hateful,Targeted Individual
64,pinterest_559.jpg," 
",TIPS for living in AUSTRALIA on the Work & Holiday visa,Hateful,Targeted Society (TS)
65,pinterest_247.jpg,"Sydney man chases alleged burglar with sword

od) M1 s2ieeerecmedtie Se se Th

   

 

Confronted by a home intruder, Jake Terrey
tipped the odds in his favour by pulling
down the replica anime sword hanging on
his wall and brandishing it.

 
",Sydney man chases alleged burglar with sword,Not Hateful,Targeted Society 
66,pinterest_362.jpg,"When you get up for a second plate
and someone says ""thought u were
dieting?""

 
",When you get up for second plate and someone says thought you are dealing ,Not Hateful,Targeted Individual 
67,pinterest_221.jpg," 

Google
Chrome
years ago..

Google
Chrome
ight now.

 
 

  

kK, YS per
Safari on a
st got eater

Looks tke ano explorer

Masa,
41 394

   
  

anaate s3y5

   

sant S810
","Top:

gelled
Left:

Google Chrome years ago...
Google Chrome right now.
Ehhh? What happened to that dorky gelled ""bad boy"" look?
Right:

You need to highlight your hair gel so it doesn't look like a bad photo.
What the others logo looked like...
Center:

Safari
Locks kein mplorer
Opera
lady ounged
Bottom:

FIREFOX
He used to be called Phoeris Firebird
RANBAN",Not Hateful,Targeted Organization
68,pinterest_167.jpg," 
",SPARTANS! HOLD!,Not Hateful,Targeted Society
69,pinterest_227.jpg,"river:
motherfuckinoedipus:
abnals:
memequy-com:
You win this round chesse
actually that is a rectangle cheese

[oxford comma taughing in the distance]

 

Ivocative comma wondering what oxford comma thinks it's doing here}
","You win this round cheese
actually that is a rectangle cheese
[oxford comma laughing in the distance]
[vocative comma wondering what oxford comma thinks it's doing here]",Hateful,Targeted Community
70,pinterest_112.jpg," 

aa This isa bie te A §

ee ee ee

 

eT CUS Eaters
CPOE UE Ue Lee

 
","Do you know where we are?
This is a Class 1 quarantined planet
Everything on this planet has evolved to kill humans.
This is...
AUSTRALIA
Australia",Not Hateful,Targeted Society
71,pinterest_372.jpg,"UH

ae SS ie ema! pe
=a —=
SU a)
BE DELIVERED TO MY HOUSE AND
HU Wa am ma ai

 
","MY CAR BROKE DOWN OUTSIDE OF PIZZA HUT EARLIER TODAY
Pizza Hut
SO I ORDERED A PIZZA TO BE DELIVERED TO MY HOUSE AND GOT A LIFT FROM THE DRIVER",Not Hateful,Targeted Individual
72,pinterest_388.jpg,"Me: My mom says | can't go out tonight
Friends: just sneak out
Me:

Wis

  

WT
","Me: My mom says I can't go out tonight
Friends: just sneak out
Me:
NO THANKS
I CHOOSE LIFE",Hateful,Targeted Community
73,pinterest_478.jpg," 
  

 

IT |

  

/\ /\

Australia’s largest bird of prey, the wedge-tailed eagle,
is so territorial it will attack helicopters and small

 
","WTF fun fact #8726
Australia's largest bird of prey, the wedge-tailed eagle, is so territorial it will attack helicopters and small planes to defend its nest sites.",Hateful,Targeted Community
74,pinterest_639.jpg,"The real reasons why
construction work takes
so long

 
","The real reasons why construction work takes so long
SLOW MEN WORKING
YOU'LL NEVER GET TO WORK ON TIME HAHA!!",Not Hateful,Targeted Organization 
75,pinterest_452.jpg," 
","I heard humans skin monsters and make toilet covers out of their fur...
That's nonsense!
Meanwhile, in Toy Story 3...",Not Hateful,Targeted Society
76,pinterest_368.jpg," 
","What do you call a sophisticated Australian?
A New Zealander.",Hateful,Targeted Society
77,pinterest_412.jpg," 

About your stay (optional)

@ The room I wanted was unavailable
G Traveling with service animal

Service animals only

Additional Comments (ostiena)

‘The hotel staf cannot guarar

 

adaltional requests

 

Please place a framed picture of Alfonso
Ribeiro on the nightstand. Thank you.

 

 

You have 47 remaining characters.

 

 
","About your stay (optional)
The room I wanted was unavailable
Traveling with service animal
Service animals only
Additional Comments (optional)
The hotel staff cannot guarantee additional requests.
Please place a framed picture of Alfonso Ribeiro on the nightstand. Thank you.
You have 47 remaining characters.",Not Hateful,Targeted Individual
78,pinterest_91.jpg,"  

ROAD RESTRICTIONS
ROAD CONDITIONS PH 1800 246 199
TRAVEL ON CLOSED ROADS IS PROHIBITED
SEVERE PENALTIES APPLY

§) LARAPINTA DR
KINGS CANYON TO AREYONGA
AREYONGA TO HERMANNSBURG I
| HERMANNSBURG TO ALICE SPRINGS.
NAMATJIRA DR
GOSSE BLUFF TO GLEN HELEN
GLEN HELEN TO LARAPINTA DR

  
     
   
    
    
 
   
 

 
 

 
   
   
","ROAD RESTRICTIONS

ROAD CONDITIONS PH 1800 246 199

TRAVEL ON CLOSED ROADS IS PROHIBITEDSEVERE PENALTIES APPLY

LARAPINTA DR

KINGS CANYON TO AREYONGA 4WD ONLY
AREYONGA TO HERMANNSBURG 4WD ONLY
HERMANNSBURG TO ALICE SPRINGS",Hateful,Targeted Society
79,pinterest_9.jpg,"At this point | wouldn't be the
least bit surprised if every

month of 2020 ends in an Oompa
Loompa song and dance

   
",At this point I wouldn't be the least bit surprised if every month of 2020 ends in an Oompa Loompa song and dance,Not Hateful,Targeted Individual
80,pinterest_99.jpg," 
",Now thats little awkward ,Hateful,Targeted Individual
81,pinterest_382.jpg,"When someone tells you that you
should just stop overthinking

 

 

my gor s What an idea: why didnt i think of that.
","When someone tells you that you should just stop overthinking
my goodness, what an idea. why didn't i think of that.",Not Hateful,Targeted Individual
82,pinterest_241.jpg," 

~
7

Went to Starbucks b/c Idk how to
sleep in. Tons of people in line.
Everyone looks like zombies & I'm
spacing out myself.

 

9

Py

All of a sudden this guy stands next
to me and goes, ""this is crazy!""
Then grabs my hand to hold it. We
both looked down at & looked up.

a

Him: you're not my wife.

Me: nope.

(Girl behind us): You're holding the
wrong hand, honey.

Him: You sure?
Me: We're sure.

a

Him: | feel committed to finishing
this Starbucks experience w/ you
now.

Me: I'm not paying.

Him: oh nvm, let me go back to my
wife.

Zl
Wife: I'm not paying either!
(Guy in front of us): Come hold my

hand, sir. I'll buy you any
frappuccino you want.

a
Husband went & held hands with
the strange man & looks at both me

& his wife & goes, ""at least
someone cares about me.""

 

 

 

 

 
","This Is Probably The
Best Story To Ever
Come Out Of A
Starbucks

Went to Starbucks b/c Idk how to
sleep in. Tons of people in line.
Everyone looks like zombies & I'm
spacing out myself.

All of a sudden this guy stands next
to me and goes, ""this is crazy!""
Then grabs my hand to hold it. We
both looked down at & looked up.   

Him: you're not my wife.",Hateful,Targeted Individual
83,pinterest_397.jpg,"Sea HRS |

l
a vs a4

+ EW es.
UM SaaS
a

 
","SOCCER PLAYERS PRETEND THEY'RE HURT
AFL PLAYERS PRETEND THEY AREN'T",Not Hateful,Targeted Community
84,pinterest_37.jpg,"meteor ele Bl Comet (:]

But as the wick melts,
a tiny baby dinosaur emerges

VRE Bek

bac Cel A et Lae Ce Cy
ic=y Ce VA CoM <r mC tLe a

 
","The candle starts off a simple egg
But as the wick melts, a tiny baby dinosaur emerges
Here's the baby dinosaur who is ready to steal your heart!
(heavy breathing)",Hateful,Targeted Community
85,pinterest_69.jpg," 

When.a group of people laughs, people.
instinctively look toward the group members
they feel closest to (or want to feel closest to).

  

qj }
Take a peek at people's feet when they're
talking to you: If their feet are pointed away
from you, the person you're talking to wants the
conversation to end.

 

When you're on a first date, take your date
somewhere exciting: They'll associate you with
that thrilling feeling.

  

Try to notice someone's eye color when you
meet them. People will like you more for the
slightly increased eye-contact.

   

we Be

If you work in customer service, put a mirror
behind you. Customers will be nicer because
nobody wants to see themselves being a jerk.

 

Most people can't tell the difference between
brilliance and confidence. If you seem like you
know what you're doing, people fend to rally
around you.

 

If you're in a group meeting and expect
someone to take you to task, sit right next to
Ltt USA essom UNL =M or— (MUU LI WAU L8
makes them feel safe to attack you. At the very
least, they'll mitigate their meanness.

  

a | ee

Many physical effects of stress are the same as
those of exhilaration (e.g. heavy breathing,
speeding heart, etc.). If you reframe your
threatening situation as a challenging one, your
stress will become exhilaration.

 

Door-In-The-Face: People are also more likely
to agree to a smaller favor if they deny a larger
one or two first.

 

If you make yourself be really happy and
excited to see other people, the next time they
see you, they'll probably be a lot happier and
more excited about it. (Dogs do this trick to us
all the time.)

 

Before interviews, imagine yourself as old
friends with your interviewers. You're in charge
of the way you perceive your situation, and your
comfort will be infectious.

 

.
Don't say or write, ""I think"" or ""I believe:"" It's
implied anyway, and it sounds unconfident.

    
  

=

Emotional expressions are one way to cause
emotions. If you want to feel happy, smile as
wide as you can.

 

If you ask someone a question and they only
give you a partial answer, maintain eye-contact
and stay silent. The answerer will usually
assume the original answer wasn't good
enough, and they'll keep talking.

me
A

—

 

YS
a

rf »

   
   

re 4 _. ad
If somebody is angry at you and you stay calm,
they'll probably get angrier, but they'll be

ashamed at themselves later.

Chew gum or eat food if you're doing something
that would normally make you feel nervous. It
tricks a primal part of your brain into thinking

you couldn't be in danger because you're
eating.
","""I'm not sure what's going on here, but I'm intrigued.""
""Is this a new meme format?""
""I'm starting to see a pattern here...""
""I'm not sure if this is funny or just confusing.""
""I need to take a break from this.""
""I'm starting to feel dizzy.""
""I think I need to lie down.""
""I'm going to go watch some cat videos.""",Not Hateful,Targeted Society
86,pinterest_414.jpg,"Da a ls

 
","NEVER TIE YOUR SHOELACES
IN PARIS",Hateful,Targeted Society
87,pinterest_75.jpg,"left eyebrow

  
 
 
 

 

 
 
 
 

DAVID JONES:

right eyebrow

“i
","left eyebrow
DAVID JONES
right eyebrow
SUPRÉ",Not Hateful,Targeted Individual
88,pinterest_81.jpg,"vide itsjuliak5 Follow ee

Billy: You’re quiet Agnes. On the inside.

Agatha/Agnes:

   
",Your are quiet Agens.On the inside,Hateful,Targeted Community
89,pinterest_390.jpg,"Reminder: your girlfriends will probably

 
","Remainder: your girlfrindes will probably outlive your husband

so find the good ones ",Hateful,Targeted Individual
90,pinterest_381.jpg," 

did you know?
CoM A< aT -1e BolT A

Zealand, you'll always be less
Ur Tams Reem at eles-- 1

New!
Zealand

  

didyouknowblog.com
","Chips: This term seems to be used broadly to refer to any type of fried potato product, including:
Thin potato crisps
Thicker potato chips
Tortilla chips
French fries
Biscuits: This term appears to be used to refer to various types of cookies and crackers, including:
Chocolate chip cookies
Round biscuits (similar to shortbread)",Not Hateful,Targeted Individual 
91,pinterest_393.jpg," 

EC 13
","MOM TOLD US

TO PLAY OUTSIDE",Hateful,Targeted Individual 
92,pinterest_444.jpg,"THIS IS NOT SUMMER. THIS IS HELL.

 
","FORECAST

SURFACE TEMP",Hateful,Targeted Society
93,pinterest_276.jpg,"The party ain't lit unless
you go to one of these
places

 

rai rs
‘ [:)
Pa

BOWLING

 
",The party aint lit unless you go to one of those places,Not Hateful,Targeted Community
94,pinterest_46.jpg," 
","WELCOME TO THE 6:00 NEWS. I'M YOUR ANCHOR
FRANCIS FULLOFFRENCHPEOPLE.

A MONKEY WAS ARRESTED TODAY WHEN HE
STARTED THROWING FECES AT ZOO EMPLOYEES.

THREE OF THE ZOO EMPLOYEES WERE RUSHED
TO THE HOSPITAL WITH TURD DEBRIS BURNS.",Not Hateful,Targeted Organization
95,pinterest_137.jpg," 
","Is a black hole
destroying your
universe?

FLEX
TAPE
STRONG RUBBERなどた
WA
TERPROOF
TAPR",Not Hateful, Targeted Individual
96,pinterest_455.jpg,"  

Alexandra Smith

‘Are you calling me a liar?
Drake Bell

Madeline Smith

ain't calling you a truther
Josh Nichals

  

 
","Alexandra Smith

""Are you calling me a liar?""

Drake Bell

Madeline Smith

""I ain't calling you a truther.""

Josh Nichals",Hateful, Targeted Individual
97,pinterest_574.jpg,"Warning Major Spoiler!

bagelr:

 
",WARNING MAJOR SPOILER!,Not Hateful, Targeted Individual
98,pinterest_44.jpg,"Gap as © 4 lis 6:49 PM

 
","I was honored to win a Golden Globe for Silver Linings Playbook!

I was really excited because I have two older brothers

And my whole life they've tormented me, beat me up, and taken my things.

So when I won, I just couldn't wait to rub it into their faces

And when I did, they beat me up and took my Golden Globe.

So that's gone.",Hateful, Targeted Individual
99,pinterest_127.jpg,"  

Man In A Meat Suit Is Attacking People Who

Are Eating Meat
hellou.co.uk

 

Attack on Titan season two looks
great

Source: heaven-sinking-in

42,528 notes ooo

tl

  
","Man In A Meat Suit Is Attacking People Who
Are Eating Meat

hellou.co.uk

heaven-sinking-in:

Attack on Titan season two looks
great",Not Hateful, Targeted Individual
100,pinterest_29.jpg," 
","WHEN YOU WAKE UP FROM A NAP

LOOKING FOR FOOD",Hateful, Targeted Individual
101,pinterest_235.jpg,"SS British Reactions
= @BritishReaction

When you burn your lips on the tea but won't let it ruin the
moment

 
",When you burn your lips on the tea but won't let it ruin the moment,Not Hateful, Targeted Individual
102,pinterest_415.jpg," 
","FOR FINALS WEONLY COULDHAVE

ONEFLASHCARD OFNOTES",Not Hateful, Targeted Individual
103,pinterest_419.jpg,"‘he

       
    

6, Fill in the chart with these n: ~Sam
Loyalist

 

 
",Jackie ~ you can't just white out a question you don't want to answer.,Not Hateful, Targeted Individual
104,pinterest_105.jpg,"     

married to a... pineapple... os

rw rs
i a SS

are

vr
An UGLY pine
i lt a

 
","Buck, when exactly did you lose your mind?

mm...

Three months ago! I woke up one morning...

married to a... pineapple...

An UGLY pineapple!

aaaa... But I loved her.",Hateful, Targeted Individual
105,pinterest_695.jpg," 
","This is the reason...

you don't need an alarm clockin Australia.",Hateful,Targeted Society
106,pinterest_649.jpg,"HE AULSEE Uh

   

TSMR |
blog.. this burn =

 
  
 
 

Errore dT
[Oia Tem Loe

      
   
  
 

it sa!
Cll aT ee

Tu ct 2
not in it.. %

 
","previously on 
meanwolf",Not Hateful,Targeted Individual
107,pinterest_371.jpg," 

 
","FATHER?

YES, MYSON?",Hateful,Targeted Individual
108,pinterest_634.jpg,"UU Ta a
Sat ee

 
",YOU WOULDN'TSTEAL A BABY,Not Hateful,Targeted Society
109,pinterest_356.jpg,"es dont-fuck-me-gil

when people defend the “Cis white guy is
default” thing like “He’s meant to be an
everyman we can all relate to and project on!”
kindly remind them the largest ethnic group
in the WORLD is Han Chinese and the highest
gender percentage fluctuates so if you want
an ACTUAL “default” you want a 40 year

old chinese person whose gender changes
from year to year.

& ikazon

#give us the middle-aged gender fluid Chinese
protagonist that we can all relate to and
project on (via @mr-and-mr-pavus)
","when people defend the ""cis white guy is default' thing like ""he's meant te be an eveymen we can relate to and project on!""",Hateful,Targeted Individual
110,pinterest_658.jpg,"Every mom on Christmas while you
opening up that gift they swore they
wasn't getting you

 
",Every mom on Christmas while youopening up that gift they swore theywasn't getting you,Not Hateful,Targeted Individual
111,pinterest_135.jpg,"goodimaginationandbadgrades:
thundererumbs:
mints:
punchers:
mints

i cant take australians seriously because of the
didgeridoo

 

uwonna fite mé ill smash ye f kin head in

 

u sure u wanna didgeridothis

 

oh no you didgeriDIDNT

australians

  

MCR CRIA Ete rien ow

 
","goodimaginationandbadgrades:
thundercrumbs:
rnints
punchers:
rnints:
i cant take australians seriously because of the didgeridoo
MOT
u wonna fite m8 ill smash ye f kin head in
u sure u wanna didgeridothis
oh no you didgeriDIDNT
australians
Everyone has time for ",Not Hateful,Targeted Individual
112,pinterest_246.jpg," 
","Why would you ever want
to run 26 miles?

The same reason you
stayed on the couch
for the entire month of July.",Not Hateful,Targeted Individual
113,pinterest_7.jpg," 

 

a ay
","""GO CAMPING, THEY SAID""
""IT'LL BE FUN, THEY SAID""",Not Hateful,Targeted Individual
114,pinterest_659.jpg,"re .
ak Scottish sets

Roses are red
Banana split

 

does nobody know how to flush a toilet after taking a shit
rm.youtube.com : watch

224 272 ds RSA
","Roses are red
Banana split",Hateful,Targeted Individual
115,pinterest_548.jpg,"Z b _—
My sister's husky ran out of ink while
giving birth

 

 
","""My sister's husky ran out of ink while giving birth""",Hateful,Targeted Individual
116,pinterest_214.jpg,"CHICKEN
McNUGGETS
& GALLON OF TEA »

twitter
Follow us
@MeD_triad

Cre

 

why are people even
questioning obesity in
america

rm game
why is your tea liquidisea?

Where exactly do you live that
the tea isn’t iquid?!?

ENGLAND. WHERE ITIS INA BAG AND
‘YOU MAKE IT YOURSELF.

 

like what do you do with already liquid
tea? Microwave it?

No it's sweet tea you drink it cola
WHO DRINKS COLD TEA?27

HAVE YOU NEVER HAD ICED/SWEET TEA
BEFORE?!?

0 | reblogged this from a british person and i've been
laughing at their tags for 600 years

 

 

 

Englands, you stole tea from China. You've had ita mere 4
centuries compared to thelr 30+, Don’t play lke you're some
kind of authority

[skeletons ooh-ing}

‘Shots fired, World War Tea has officially begun.
","
..... Where exactly do you live that the tea isn't liquid?!?
ENGLAND. WHERE IT IS IN A BAG AND YOU MAKE IT YOURSELF.
like what do you do with already liquid tea? Microwave it?
No it's sweet tea you drink it cold
WHO DRINKS COLD TEA???
",Hateful,Targeted Community
117,pinterest_252.jpg,"SAFELY_ ENDANGERED

OMG! A SPIDER!

RELAX, JIM. WE'RE
BOTH SPIDERS

 

     

 

NONSENSE! ('M JUST
A REALLY SMALL
LAND OCTOPUS

 
      
","SAFELY ENDANGERED
OMG! A SPIDER!
RELAX, JIM. WE'RE BOTH SPIDERS
NONSENSE! I'M JUST A REALLY SMALL LAND OCTOPUS",Not Hateful,Targeted Community
118,pinterest_80.jpg,"CANCER VIBES~
©, | Ave

 

  

SYMBOL ~ ARCHETYPE ELEMENT —
Cancer . The Crab a Water
v t x
° . x *
+, be e
CRYSTAL ~ _COLORS SHAPE
Rose Quartz Silver, Pale Pink, Soft Blues Circles
xo y
“> i
SCENT RULING PLANET FLOWER

Ylang Ylang The Moon Calla Lily
","CANCER VIBES
@SPIRITDAUGHTER
♋ (Cancer symbol)
The Crab
Water
Rose Quartz
Silver, Pale Pink, Soft Blues
Circles
Ylang Ylang
The Moon
Calla Lily",Hateful, Targeted Individual 
119,pinterest_121.jpg,"I'm gonna have a
positive attitude today

*me 5 minutes into my shift*

ps TS
for as long Peete te

 
","I'm gonna have a positive attitude today
me 5 minutes into my shift
DELAW
I have contained my rage for as long as possible,",Not Hateful, Targeted Individual 
120,pinterest_28.jpg,"finally found the square root!

 
",finally found the square root!,Not Hateful, Targeted Individual 
121,pinterest_22.jpg," 
","WELCOME
HOME
CHEATER




",Hateful, Targeted Individual 
122,pinterest_378.jpg,"   

te

WWwW.weedemandreap.com
","THE TOP 12
HILARIOUS EXPERIENCES
OF A HOMESTEADER",Hateful,Targeted Community
123,pinterest_645.jpg,"""Can you be serious for 1 second?""

 
","Can you be serious for 1 second?
",Hateful,Targeted Individual
124,pinterest_691.jpg," 

@

Me INE OSA
","WHO REMEMBERS
WRITING USING FINGER SPACES??",Not Hateful,Targeted Individual
125,pinterest_678.jpg,"AngelaBrisk

They both can't stop resisting
a laugh &

P)

. =

DY eae
VTi
i) lin

‘OMAN . i
an ai

 
",They both can't stop resisting a laugh,Hateful,Targeted Community
126,pinterest_171.jpg,"Kaitlyn Alexander @
¥ @realisticsay

This really reassures me about my
upcoming Australia work trip.

 

Australia is beautiful: See a hawk literally throw
a snake at an innocent family
sbs.com.au
","This really reassures me about my upcoming Australia work trip.
Australia is beautiful: See a hawk literally throw a snake at an innocent family",Not Hateful,Targeted Community
127,pinterest_329.jpg,"CO oe

‘armour,

 
","Without the wig and the armour, I'm nothing.",Not Hateful,Targeted Individual
128,pinterest_498.jpg,"    
 

Ok girls, today we're How are my turns?

working on turns

 

Ms ”e look

CG
oem iP @UihAMCcne Tel
atmo

 

Sire en Ae
","Ok girls, today we're working on turns
Really Chloe?
What about me?
Don't make me come fix that, Kendall
Ms Abby, look at me!
There's my girl!",Hateful,Targeted Community
129,pinterest_603.jpg,"f ¢ Day 11 of 31 tt Follow

When Jesus turned water into wine
Memehistory

 
","COME THROUGH
IT'S LIT",Hateful,Targeted Individual 
130,pinterest_392.jpg," 

on Wh GreenwichySydney for the Equality
",AUSTRALIA SAID YES!,Not Hateful,Targeted Society
131,pinterest_174.jpg,"a EYL ac Sy ee

oN
AY AP a
OIG HL TL TT

sn rye A 7:| a
","AND THEN THEY SAID
NSW IS GOING TO WIN
ORIGIN THIS YEAR",Not Hateful,Targeted Community
132,pinterest_40.jpg," 

WHAT DID YOU EAT?
","MY GOD
United
1-800-TOILETS
WHAT DID YOU EAT?",Not Hateful,Targeted Individual
133,pinterest_451.jpg," 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
","SO, YOU'RE AFRAID OF SPIDERS?
THIS LUCKY LITTLE GUY HAS BEEN PARALYZED AND IS ABOUT
TO BE DRUG DOWN A HOLE TO HAVE A WASP EGG IMPLANTED
IN HIM THAT WILL HATCH AND FEED ON HIS STILL-LIVING
BODY UNTIL ONLY HIS HEART AND CENTRAL NERVOUS
SYSTEM REMAIN. YOU DON'T KNOW WHAT FEAR IS.",Hateful,Targeted Individual
134,pinterest_357.jpg," 
","Playing golf in Australia, this is the shit I have to put up with...",Not Hateful,Targeted Individual
135,pinterest_332.jpg,"HOW | THINK! LOOK
WHEN | GO JOGGING

é
7

=

HOW | REALLY LOOK
WHEN | GO JOGGING

 
","HOW I THINK I LOOK
WHEN I GO JOGGING
HOW I REALLY LOOK
WHEN I GO JOGGING",Not Hateful,Targeted Individual
136,pinterest_296.jpg,"Minnesotans when it's 25° and
there's only 1.5 feet of snow

Wonderful weather.we're having

 
",Minnesotans when it's 25° and there's only 1.5 feet of snow,Not Hateful,Targeted Community
137,pinterest_264.jpg,"@:

me: *logs into gmail on another device”

google security:

 
","me: logs into gmail on another device
google security:",Hateful,Targeted Individual
138,pinterest_633.jpg," 

el

Girls who masturbate. The clitoris is not meant for self
pleasure. It's meant for creating a child, you morons.
Do you know why you feel like garbage after you
masturbate? That's because your clitoris is sending
bad chemicals to your brain. By touching yourself, you
are killing your body.

That's the devil's doorbell and if you keep pressing it,
soon enough he will answer.

28 gaymerlvi-pharmercy

i wasnt going to reblog, but that ladt bit, omg

4 not-so-tall-gay-danny
The clit... is for creating a child?

Did this twit fail biology?

| stonebutchcowboy

The devils doorbell

a
By tidteabout

#ding dong bitch

 

Damn, Lucifer, | can’t wait all night. When you
comin over?
","pleasure. It's meant for creating a child, you morons. Do you know why you feel like garbage after you masturbate? That's because your clitoris is sending bad chemicals to your brain. By touching yourself, you are killing your body.
That's the devil's doorbell and if you keep pressing it, soon enough he will answer",Hateful,Targeted Individual
139,pinterest_687.jpg,"THE BEST MARKETS IN

MELBOURNE

MELBOURNEGIRL.COM.AU

 
",THE BEST MARKETS IN MELBOURNE,Hateful,Targeted Community
140,pinterest_126.jpg,"Me: I should get up early and have a
productive day

Also me:

 
","Me: I should get up early and have a productive day

Also me:",Not Hateful,Targeted Individual
141,pinterest_142.jpg,"gers
stralian Sin
d
iia AC
fem
}o

Sf

   
",Familiar Australian Singers,Hateful,Targeted Society
